S No,Customer Enquiry Description,GGPL Quote Description (Ground Truth),TYPE OF PRODUCT,NON STANDARD
321,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
322,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 2","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
323,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5 @ 3","SIZE : 3"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
324,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
325,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
326,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ .75","SIZE : 0.75"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
327,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ .75","SIZE : 0.75"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
328,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ .75","SIZE : 0.75"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
329,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ .75","SIZE : 0.75"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
330,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ .75","SIZE : 0.75"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
331,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ .75","SIZE : 0.75"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
332,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ .75","SIZE : 0.75"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
333,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ .75","SIZE : 0.75"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
334,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
335,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 2","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
336,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5 @ 3","SIZE : 3"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
337,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
338,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
339,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 3","SIZE : 3"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
340,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 2","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
380,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5 @ 3","SIZE : 3"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
381,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5 @ 3","SIZE : 3"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
382,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5 @ 1","SIZE : 1"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
383,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ .5","SIZE : 0.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
384,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5 @ .75","SIZE : 0.75"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
385,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5 @ .75","SIZE : 0.75"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
386,"GSKT, 316 SS WND GRAPH FILL 316 SS I/R CS O/R RF B16.20 CL150 4.5MM THK (3.2MM RING) SPR WND","SIZE : 6"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
387,"GSKT, 316 SS WND GRAPH FILL 316 SS I/R CS O/R RF B16.20 CL150 4.5MM THK (3.2MM RING) SPR WND","SIZE : 3"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
388,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 1"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
389,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
390,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
391,"GSKT, 316 SS WND GRAPH FILL 316 SS I/R CS O/R RF B16.20 CL150 4.5MM THK (3.2MM RING) SPR WND","SIZE : 4"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
392,"GSKT, 316 SS WND GRAPH FILL 316 SS I/R CS O/R RF B16.20 CL150 4.5MM THK (3.2MM RING) SPR WND","SIZE : 4"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
393,"GSKT, 316 SS WND GRAPH FILL 316 SS I/R CS O/R RF B16.20 CL150 4.5MM THK (3.2MM RING) SPR WND","SIZE : 1.5"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
394,"GSKT, 316 SS WND GRAPH FILL 316 SS I/R CS O/R RF B16.20 CL150 4.5MM THK (3.2MM RING) SPR WND","SIZE : 2"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
445,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 24"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
446,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 4"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
447,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
448,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 4"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
449,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
450,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 12"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
451,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
452,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 12"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
453,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
454,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 12"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
455,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
456,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 16"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
457,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
458,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 16"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
459,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
460,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 16"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
461,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
462,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 16"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
463,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
464,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 16"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
465,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
466,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 16"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
467,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
468,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
469,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
470,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 4"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
471,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
472,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
473,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
474,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 20"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
475,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
476,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 12"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
477,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
478,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 12"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
479,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
480,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 16"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
481,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
482,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
483,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
484,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
485,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
486,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
487,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
488,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
489,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 1","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
490,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
491,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
492,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
493,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
494,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
495,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
496,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
497,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
498,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
499,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
500,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
501,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
502,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ .5","SIZE : 0.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
503,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ .5","SIZE : 0.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
504,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1.5"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
505,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5 @ 2","SIZE : 2"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
506,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL150,-ASME B16.5","SIZE : 4"" X 150# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
507,"ASMEB16.20SS-GRAPHITESPIRAL-WOUND GASKET,CL300,-ASME B16.5","SIZE : 1"" X 300# X 4.5 MM THK , SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING , ASME B16.20",SPW,
